1,1,0
3,3,0
6,6,0
11,11,0
1,2,0
1,5,0
1,11,0
2,1,0
5,1,0
11,1,0
1,1,1
3,3,1
6,6,1
11,11,1
1,2,1
1,5,1
1,11,1
2,1,1
5,1,1
11,1,1
1,1,2
3,3,2
6,6,2
11,11,2
1,2,2
1,5,2
1,11,2
2,1,2
5,1,2
11,1,2
